年度,樹木ID,緯度,経度,施設区分,種類,備考,所在地
2025,BYN-6203,35.7022093609903,139.627089916634,中央図書館管理樹木,ネズミモチ,,荻窪3-40
2025,WHT-2941,35.7020757221006,139.627074499967,中央図書館管理樹木,ツバキ,,荻窪3-40
2025,HWR-9913,35.7019942498777,139.627078944411,中央図書館管理樹木,シラカシ,,荻窪3-40
2025,LMP-9545,35.7019170276547,139.627086944411,中央図書館管理樹木,クヌギ,,荻窪3-40
2025,BOJ-7676,35.7019047498769,139.627087555523,中央図書館管理樹木,モミジ,,荻窪3-40
2025,PJH-2691,35.7018945554323,139.627089555522,中央図書館管理樹木,ツバキ,,荻窪3-40
2025,KYX-3455,35.7018585276542,139.627090638856,中央図書館管理樹木,ツバキ,,荻窪3-40
2025,JRS-1666,35.7072941388418,139.623059777784,街路樹,ハナミズキ,,天沼3-31
2025,AKA-1915,35.707281111065,139.622906500005,街路樹,ハナミズキ,,天沼3-31
2025,NIS-7160,35.7072989721771,139.62276919445,街路樹,ハナミズキ,,天沼3-31
2025,JQZ-1985,35.7073303888443,139.622675277782,街路樹,ハナミズキ,,天沼3-31
2025,QOH-6902,35.7073915555116,139.622566888895,街路樹,ハナミズキ,,天沼3-31
2025,TVK-0322,35.7074419166231,139.622487027785,街路樹,ハナミズキ,,天沼3-31
2025,NHE-3882,35.7075144166239,139.622359638896,街路樹,ハナミズキ,,天沼3-31
2025,KPY-6676,35.7075488888469,139.622220888897,街路樹,ハナミズキ,,天沼3-31
2025,BAR-6429,35.7075426944032,139.62207783334,街路樹,ハナミズキ,,天沼3-31
2025,GCN-8926,35.7075298610713,139.621866972228,街路樹,ハナミズキ,,天沼3-31
2025,BXY-4334,35.7075298888492,139.621827222228,街路樹,ムクゲ,,天沼3-31
2025,NSM-0894,35.7075266666279,139.621757916671,街路樹,ハナミズキ,,天沼3-31
2025,FGW-7289,35.7075010277386,139.621560861115,街路樹,ハナミズキ,,天沼3-31
2025,ONP-4216,35.7079475832547,139.629185361161,街路樹,ハナミズキ,,天沼1-27
2025,NYX-5578,35.7078651388101,139.628989277825,街路樹,ハナミズキ,,天沼1-27
2025,HYY-2103,35.7078918332549,139.629010694493,街路樹,フユサンゴ,,天沼1-27
2025,LOG-4954,35.7078576943659,139.628935166715,街路樹,ムクゲ,,天沼1-27
2025,KUL-6014,35.7078702499215,139.62896372227,街路樹,ムクゲ,,天沼1-27
2025,TBE-1433,35.7077317776989,139.628688638934,街路樹,イヌエンジュ,,天沼1-26
2025,ZBL-5903,35.7076498332547,139.62847252782,街路樹,ハナミズキ,,天沼1-26
2025,VWT-7714,35.7075395832549,139.628217333374,街路樹,ハナミズキ,,天沼1-26
2025,BON-6309,35.707515305477,139.628178833373,街路樹,ムクノキ,,天沼1-26
2025,ESB-9775,35.7075014999215,139.628152250039,街路樹,モクレン,,天沼1-26
2025,DYZ-4993,35.7074423610328,139.628021250038,街路樹,ツバキ,,天沼1-26
2025,OVH-7586,35.7074495277008,139.627797833371,街路樹,コリヤナギ,,天沼1-25
2025,MRN-4915,35.7074536665901,139.627758111148,街路樹,ムクゲ,,天沼1-25
2025,ZAA-2738,35.7074625554793,139.627713611147,街路樹,サイカチ,,天沼1-25
2025,XAA-5429,35.7074737777025,139.627575666703,街路樹,ハナミズキ,,天沼1-25
2025,QOE-2333,35.7075159999268,139.627314777813,街路樹,ハナミズキ,,天沼1-25
2025,VGR-9199,35.7075593054843,139.62705630559,街路樹,ハナミズキ,,天沼1-25
2025,TVH-4691,35.7084917221506,139.629361861168,街路樹,ケヤキ,,天沼1-37
2025,GFY-9316,35.708532777707,139.629290000056,街路樹,マツ,,天沼1-37
2025,CJA-8853,35.7085566665963,139.629274222279,街路樹,イチョウ,,天沼1-37
2025,DSB-7185,35.70858249993,139.629248416724,街路樹,ケヤキ,,天沼1-37
2025,RXY-1160,35.7085946943747,139.629266000057,街路樹,ユリノキ,,天沼1-37
2025,XAS-5305,35.7070061110581,139.616494888877,街路樹,ハナミズキ,,上荻1-23
2025,JNB-3279,35.7069052499465,139.616369805542,街路樹,ハナミズキ,,上荻1-23
2025,CAG-9591,35.706854138835,139.616306416651,街路樹,ハナミズキ,,上荻1-23
2025,OCN-7033,35.7068041388347,139.616244222205,街路樹,ハナミズキ,,上荻1-23
2025,UFP-4304,35.7067527499455,139.616180694426,街路樹,ハナミズキ,,上荻1-23
2025,HTK-5123,35.7067024166119,139.616118833314,街路樹,ハナミズキ,,上荻1-23
2025,IHI-0359,35.7066516110561,139.616055722202,街路樹,ハナミズキ,,上荻1-23
2025,OKA-7204,35.6824094442187,139.633541944515,区管理外樹木,サクラ,,浜田山4-3
2025,EXB-6226,35.6823950553298,139.63353850007,区管理外樹木,サクラ,,浜田山4-3
2025,QKW-2158,35.6928714443484,139.612827722192,街路樹,モミジ,,宮前2-10
2025,YTF-9550,35.6929352776819,139.61270124997,街路樹,モミジ,,宮前2-19
2025,WHV-6721,35.6872863331205,139.598686472276,街路樹,ケヤキ,,久我山3-23
2025,UHC-0418,35.6872876664541,139.598707972275,街路樹,ケヤキ,,久我山3-23
2025,TOE-5682,35.6872933608992,139.598754861164,街路樹,ケヤキ,,久我山3-23
2025,GYG-7647,35.6872952775663,139.598783444497,街路樹,ケヤキ,,久我山3-23
2025,NOY-2920,35.6873338331247,139.598944583384,街路樹,ムク,,久我山3-23
2025,WZU-4392,35.679180249873,139.616303861111,区管理外樹木,カシ,,高井戸東2-5
2025,GRN-2373,35.6791609165403,139.616381861113,区管理外樹木,ケヤキ,,高井戸東2-5
2025,YMW-9597,35.6791514998741,139.616427972224,区管理外樹木,カシ,,高井戸東2-5
2025,SAP-8682,35.6840916110514,139.619289194466,街路樹,エンジュ,,高井戸東3-9
2025,CPB-8439,35.6841119443845,139.619237944466,街路樹,エンジュ,,高井戸東3-9
2025,WUP-8223,35.6841259721621,139.619199277798,街路樹,エンジュ,,高井戸東3-9
2025,OQK-3048,35.6841408332731,139.619160583354,街路樹,エンジュ,,高井戸東3-9
2025,ROM-1847,35.6841860554947,139.61901075002,街路樹,エンジュ,,高井戸東3-9
2025,VCC-9353,35.6842436943826,139.618764250017,街路樹,ヤマボウシ,,高井戸東3-9
2025,IEX-9806,35.6842514721602,139.618723666684,街路樹,ヤマボウシ,,高井戸東3-9
2025,HZL-0356,35.6842568888267,139.61868597224,街路樹,ヤマボウシ,,高井戸東3-9
2025,SWS-8693,35.6842638888264,139.618648277794,街路樹,ヤマボウシ,,高井戸東3-9
2025,RNX-5161,35.6842735554928,139.618581916683,街路樹,ヤマボウシ,,高井戸東3-9
2025,GMP-5984,35.6842859166033,139.618464055571,街路樹,ヤマボウシ,,高井戸東3-9
2025,DGZ-4250,35.6842997777137,139.618319111125,街路樹,ヤマボウシ,,高井戸東3-9
2025,TCP-8769,35.6843266943787,139.618026111123,街路樹,ヤマボウシ,,高井戸東3-9
2025,TGL-4463,35.6843367499338,139.617934305567,街路樹,ヤマボウシ,,高井戸東3-9
2025,LJG-3779,35.6843513888219,139.617783555566,街路樹,ヤマボウシ,,高井戸東3-9
2025,CJT-1734,35.6843621388213,139.617663750009,街路樹,ヤマボウシ,,高井戸東3-9
2025,OKT-4166,35.6843690554875,139.617582583343,街路樹,ヤマボウシ,,高井戸東3-9
2025,ILR-8894,35.6843783610427,139.617512055564,街路樹,ヤマボウシ,,高井戸東3-9
2025,GTO-2902,35.6843868054867,139.617413500008,街路樹,ヤマボウシ,,高井戸東3-9
2025,KSE-0515,35.684418444374,139.617114583339,街路樹,ハナミズキ,,高井戸東3-8
2025,TXW-2369,35.6844199443738,139.617074027782,街路樹,ハナミズキ,,高井戸東3-8
2025,HJS-3695,35.6844237777068,139.617025722227,街路樹,ハナミズキ,,高井戸東3-8
2025,PYV-3082,35.68442761104,139.616981277782,街路樹,ハナミズキ,,高井戸東3-8
2025,JOU-2207,35.6844322499286,139.616939722226,街路樹,ハナミズキ,,高井戸東3-8
2025,EHI-5888,35.6844344999284,139.616884638892,街路樹,ハナミズキ,,高井戸東3-8
2025,UVZ-7951,35.6844399165948,139.616844055559,街路樹,ハナミズキ,,高井戸東3-8
2025,TCO-4887,35.684446111039,139.616788027781,街路樹,ハナミズキ,,高井戸東3-8
2025,QIE-8559,35.6844507221498,139.616741638891,街路樹,ハナミズキ,,高井戸東3-8
2025,TLD-7849,35.684457666594,139.616678833335,街路樹,ハナミズキ,,高井戸東3-8
2025,XHP-7044,35.6844630554825,139.616615055557,街路樹,ハナミズキ,,高井戸東3-8
2025,BJQ-7705,35.6844707499266,139.616529055556,街路樹,ハナミズキ,,高井戸東3-8
2025,CLR-1631,35.6844730277042,139.61649138889,街路樹,ハナミズキ,,高井戸東3-8
2025,IPW-9063,35.6844761110373,139.616459500001,街路樹,ハナミズキ,,高井戸東3-8
2025,SKU-1253,35.6844837499256,139.616341749999,街路樹,ハナミズキ,,高井戸東3-8
2025,FTE-6256,35.6844860277031,139.616304055555,街路樹,ハナミズキ,,高井戸東3-8
2025,YRT-7100,35.6844828332584,139.61626736111,街路樹,ハナミズキ,,高井戸東3-8
2025,QBQ-0082,35.6844819443692,139.616216166665,街路樹,ハナミズキ,,高井戸東3-8
2025,BOC-1176,35.6844802221466,139.616131166665,街路樹,ハナミズキ,,高井戸東3-8
2025,NQE-9727,35.6844807221456,139.615973722219,街路樹,ハナミズキ,,高井戸東3-8
2025,NMV-8316,35.6844703054781,139.61585394444,街路樹,ハナミズキ,,高井戸東3-8
2025,DHM-8034,35.6806704165808,139.619149277801,街路樹,ムクノキ,,高井戸東1-12
2025,GJG-0248,35.6806500554697,139.61917516669,街路樹,ケヤキ,,高井戸東1-12
2025,MDF-4825,35.6806352221366,139.619199888912,街路樹,ムクノキ,,高井戸東1-12
2025,VSX-3375,35.6798300554618,139.618977138911,街路樹,エノキ,,高井戸東1-12
2025,TVU-5369,35.6798497221286,139.618982250022,街路樹,エノキ,,高井戸東1-12
2025,ATP-6911,35.6798626387954,139.618984305577,街路樹,エノキ,,高井戸東1-12
2025,HQL-9235,35.6798816387956,139.618991555578,街路樹,シラカシ,,高井戸東1-12
2025,OFY-0330,35.6803586665776,139.619053694467,街路樹,ムクノキ,,高井戸東1-12
2025,DTA-2484,35.6803895554667,139.619052111134,街路樹,シラカシ,,高井戸東1-12
2025,RGE-8378,35.6804034999113,139.619056611134,街路樹,シラカシ,,高井戸東1-12
2025,FSX-9721,35.6804267776891,139.619048222244,街路樹,ムクノキ,,高井戸東1-12
2025,PDO-5348,35.6804926665785,139.619050333356,街路樹,ケヤキ,,高井戸東1-12
2025,KIG-6379,35.6805376665789,139.619053111133,街路樹,ケヤキ,,高井戸東1-12
2025,DLD-6207,35.6805587221347,139.619062888911,街路樹,ケヤキ,,高井戸東1-12
2025,WYJ-7970,35.712424666439,139.594098194493,街路樹,サクラ,,善福寺2-18
2025,CRP-9288,35.7122940553246,139.594142916714,街路樹,サクラ,,善福寺2-18
2025,UVJ-1086,35.7121748330994,139.594205166714,街路樹,サクラ,,善福寺2-15
2025,PKJ-0238,35.7120456664297,139.594179083381,街路樹,サクラ,,善福寺2-18
2025,RGB-1954,35.7120070553175,139.594229194492,街路樹,サクラ,,善福寺2-15
2025,XPO-6110,35.7118658886475,139.594204777825,街路樹,サクラ,,善福寺2-18
2025,XKH-8301,35.7116084719745,139.594239444491,街路樹,サクラ,,善福寺2-13
2025,IXR-1943,35.7115138053088,139.594298638936,街路樹,サクラ,,善福寺2-14
2025,WPG-4975,35.7114029997545,139.594271138936,街路樹,サクラ,,善福寺2-13
2025,FTD-2656,35.7111645553125,139.59430583338,街路樹,サクラ,,善福寺2-13
2025,JJJ-7826,35.7110765830917,139.594177805601,街路樹,ハナミズキ,,善福寺2-13
2025,DRF-3846,35.7110243886465,139.594500361158,街路樹,サクラ,,善福寺2-14
2025,PBR-1001,35.7109406664253,139.594466027825,街路樹,サクラ,,善福寺2-12
2025,DXQ-9749,35.7107090553164,139.594493666713,街路樹,サクラ,,善福寺2-12
2025,HZM-2199,35.7105998330953,139.594504833379,街路樹,サクラ,,善福寺2-12
2025,GBS-9693,35.7106077775395,139.594550444491,街路樹,サクラ,,善福寺2-14
2025,HOY-8107,35.7105273886514,139.594560305602,街路樹,サクラ,,善福寺2-14
2025,ERP-9527,35.7104370830967,139.594569972268,街路樹,サクラ,,善福寺2-14
2025,QJS-1162,35.6859508332584,139.649363694355,街路樹,サクラ,,堀ノ内1-26
2025,RSD-2487,35.6962884164638,139.658078388801,街路樹,ハナミズキ,,和田3-50
2025,JOL-9214,35.6963088053533,139.658064583246,街路樹,ハナミズキ,,和田3-50
2025,LSZ-7687,35.6963079997983,139.65801405547,街路樹,サザンカ,,和田3-50
2025,KIK-9887,35.6963079164651,139.658005249914,街路樹,サザンカ,,和田3-50
2025,GTU-3472,35.6963081386876,139.657992527692,街路樹,ツバキ,,和田3-50
2025,CUB-6013,35.6963080275765,139.657984694359,街路樹,ツバキ,,和田3-50
2025,DUA-1940,35.6963077775767,139.657969361026,街路樹,ハナミズキ,,和田3-50
2025,JTF-1137,35.696307527577,139.65794880547,街路樹,サザンカ,,和田3-50
2025,NMA-8423,35.6962912220214,139.657926638804,街路樹,ハナミズキ,,和田3-50
2025,HWT-5885,35.6962698609112,139.657820055471,街路樹,ハナミズキ,,和田3-50
2025,ECA-5570,35.6962670275783,139.657781361028,街路樹,ハナミズキ,,和田3-50
2025,RGM-6161,35.6962749442456,139.657751499917,街路樹,サザンカ,,和田3-50
2025,JGM-4805,35.6962711664678,139.657741944362,街路樹,ハナミズキ,,和田3-50
2025,XCU-7529,35.6962668609124,139.65772722214,街路樹,ツバキ,,和田3-50
2025,XGY-2104,35.6962635831347,139.65771222214,街路樹,ツバキ,,和田3-50
2025,BDZ-6320,35.6962608886904,139.657695499918,街路樹,ハナミズキ,,和田3-50
2025,OII-0183,35.6962592775795,139.657676305474,街路樹,サザンカ,,和田3-50
2025,XEP-2619,35.6962566942469,139.657623777697,街路樹,ツバキ,,和田3-50
2025,FBM-7043,35.6962574720249,139.65760586103,街路樹,ツバキ,,和田3-50
2025,TZG-0212,35.6962577498028,139.65759911103,街路樹,ハナミズキ,,和田3-50
2025,AMC-4271,35.6962594164695,139.657594583253,街路樹,サザンカ,,和田3-50
2025,BBP-9923,35.6962611109142,139.657578194364,街路樹,ハナミズキ,,和田3-50
2025,FAF-3036,35.69626291647,139.657566055475,街路樹,ツバキ,,和田3-50
2025,UZN-2459,35.6962660831369,139.657547444364,街路樹,サザンカ,,和田3-50
2025,VAS-7876,35.6962686664706,139.657524222142,街路樹,ツバキ,,和田3-50
2025,DUF-2493,35.6962520553594,139.657509583254,街路樹,サザンカ,,和田3-50
2025,OEB-7446,35.6962694720265,139.657492499921,街路樹,ツバキ,,和田3-50
2025,KAO-4376,35.6962535553596,139.657489972143,街路樹,サザンカ,,和田3-50
2025,JNT-0862,35.6962572498044,139.657464916588,街路樹,サザンカ,,和田3-50
2025,VQE-8809,35.6962668331383,139.657443555477,街路樹,ツバキ,,和田3-50
2025,JXT-9253,35.6962476386936,139.657438083254,街路樹,サザンカ,,和田3-50
2025,DYT-7971,35.6962632775829,139.657418833255,街路樹,ハナミズキ,,和田3-50
2025,PHG-1806,35.6962448609159,139.657418611033,街路樹,サザンカ,,和田3-50
2025,LLH-2164,35.6962593886942,139.6574012777,街路樹,ツバキ,,和田3-50
2025,SBV-0873,35.6962430553606,139.657402249922,街路樹,サザンカ,,和田3-50
2025,LNZ-7100,35.696253305361,139.657382305478,街路樹,ハナミズキ,,和田3-50
2025,PCQ-1235,35.6962409720275,139.657375805478,街路樹,サザンカ,,和田3-50
2025,OLX-3369,35.6962385831391,139.657342111034,街路樹,ツバキ,,和田3-50
2025,OAB-8564,35.6962350553615,139.657322777701,街路樹,ツバキ,,和田3-50
2025,HOL-1891,35.6962309442505,139.657306277701,街路樹,ツバキ,,和田3-50
2025,ZBB-7272,35.6962203609179,139.657230888813,街路樹,ツバキ,,和田3-50
2025,DGG-0805,35.6962215275848,139.657217916591,街路樹,ツバキ,,和田3-50
2025,HKQ-2404,35.6962211386962,139.657195222147,街路樹,ツバキ,,和田3-50
2025,WJA-2883,35.6962228053633,139.657169166592,街路樹,サザンカ,,和田3-50
2025,RSG-0290,35.6962231942525,139.657144861036,街路樹,ハナミズキ,,和田3-50
2025,PRA-3648,35.6962243331415,139.657130666593,街路樹,サザンカ,,和田3-50
2025,FCP-1689,35.6962251942533,139.657079611037,街路樹,サザンカ,,和田3-50
2025,MBP-0515,35.696224916476,139.657052305483,街路樹,ツバキ,,和田3-50
2025,FZW-3774,35.6961941942554,139.656886388818,街路樹,ツバキ,,和田3-51
2025,ORZ-7564,35.6961923609222,139.656869999929,街路樹,ハナミズキ,,和田3-51
2025,CUN-1201,35.6961894164778,139.656858444374,街路樹,サザンカ,,和田3-51
2025,UGK-8811,35.6961910275892,139.656842666596,街路樹,サザンカ,,和田3-51
2025,IXV-1735,35.6961864164781,139.656832861041,街路樹,ハナミズキ,,和田3-51
2025,WUS-5379,35.696188333145,139.65681599993,街路樹,ツバキ,,和田3-51
2025,DTF-1064,35.696189249812,139.656795583263,街路樹,ツバキ,,和田3-51
2025,GUT-4573,35.6961915275901,139.656775305486,街路樹,ハナミズキ,,和田3-51
2025,ATA-1509,35.6961924720348,139.656756694375,街路樹,サザンカ,,和田3-51
2025,XEE-0902,35.6961779442571,139.656733694375,街路樹,ハナミズキ,,和田3-51
2025,QUL-0010,35.696173388702,139.656699361043,街路樹,ハナミズキ,,和田3-51
2025,XRD-0781,35.6961728331465,139.65668913882,街路樹,ツバキ,,和田3-51
2025,HEO-6201,35.6961723609244,139.656677222154,街路樹,ツバキ,,和田3-51
2025,JBC-5924,35.6961710275913,139.656658972154,街路樹,ハナミズキ,,和田3-51
2025,MIP-6916,35.6961700553693,139.656640444377,街路樹,ツバキ,,和田3-51
2025,IYJ-9053,35.6961688331472,139.656625694377,街路樹,ツバキ,,和田3-51
2025,TTQ-0911,35.6961672498141,139.656604194378,街路樹,ハナミズキ,,和田3-51
2025,OFQ-3562,35.6961651109255,139.656580722155,街路樹,サザンカ,,和田3-51
2025,ZYF-8498,35.6961687498149,139.656551222156,街路樹,ハナミズキ,,和田3-51
2025,OEG-8684,35.6961628609266,139.656505749935,街路樹,サザンカ,,和田3-51
2025,WEZ-2888,35.6961582498158,139.656475222157,街路樹,ツバキ,,和田3-51
2025,AZG-2640,35.696156249816,139.656457444379,街路樹,ツバキ,,和田3-51
2025,ZXD-9630,35.6961549164828,139.656441722158,街路樹,ハナミズキ,,和田3-51
2025,IKE-5044,35.6961548331498,139.656417722157,街路樹,サザンカ,,和田3-51
2025,VRR-5328,35.6961580831504,139.656369888825,街路樹,サザンカ,,和田3-51
2025,DRC-2089,35.6961609720397,139.656352972158,街路樹,ハナミズキ,,和田3-51
2025,THO-1570,35.6961631942621,139.656338111048,街路樹,ツバキ,,和田3-51
2025,MBX-2478,35.6961670553735,139.65632258327,街路樹,ツバキ,,和田3-51
2025,ZZR-9662,35.6961697775959,139.656308361049,街路樹,ハナミズキ,,和田3-51
2025,OMB-4488,35.6961769164852,139.656285249937,街路樹,サザンカ,,和田3-51
2025,ZBJ-9560,35.6962015276003,139.656012527719,街路樹,サザンカ,,和田3-51
2025,VOG-0593,35.6962023331561,139.655990305497,街路樹,ハナミズキ,,和田3-51
2025,GUU-7636,35.696203888712,139.655972805498,街路樹,ツバキ,,和田3-51
